,img,seg
104,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000153.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000153_Segmentation.png
105,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000154.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000154_Segmentation.png
106,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000155.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000155_Segmentation.png
107,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000156.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000156_Segmentation.png
108,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000157.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000157_Segmentation.png
109,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000159.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000159_Segmentation.png
110,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000162.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000162_Segmentation.png
111,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000163.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000163_Segmentation.png
112,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000166.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000166_Segmentation.png
113,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000167.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000167_Segmentation.png
114,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000170.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000170_Segmentation.png
115,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000171.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000171_Segmentation.png
116,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000173.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000173_Segmentation.png
117,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000175.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000175_Segmentation.png
118,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000176.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000176_Segmentation.png
119,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000179.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000179_Segmentation.png
120,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000181.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000181_Segmentation.png
121,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000182.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000182_Segmentation.png
122,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000183.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000183_Segmentation.png
123,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000184.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000184_Segmentation.png
124,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000185.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000185_Segmentation.png
125,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000186.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000186_Segmentation.png
126,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000187.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000187_Segmentation.png
127,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000189.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000189_Segmentation.png
128,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000190.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000190_Segmentation.png
129,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000191.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000191_Segmentation.png
130,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000192.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000192_Segmentation.png
131,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000193.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000193_Segmentation.png
132,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000199.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000199_Segmentation.png
133,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000203.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000203_Segmentation.png
134,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000204.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000204_Segmentation.png
135,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000205.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000205_Segmentation.png
136,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000206.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000206_Segmentation.png
137,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000207.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000207_Segmentation.png
138,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000208.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000208_Segmentation.png
139,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000209.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000209_Segmentation.png
140,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000210.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000210_Segmentation.png
141,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000211.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000211_Segmentation.png
142,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000214.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000214_Segmentation.png
143,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000215.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000215_Segmentation.png
144,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000216.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000216_Segmentation.png
145,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000217.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000217_Segmentation.png
146,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000218.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000218_Segmentation.png
147,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000219.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000219_Segmentation.png
148,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000220.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000220_Segmentation.png
149,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000221.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000221_Segmentation.png
150,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000223.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000223_Segmentation.png
151,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000224.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000224_Segmentation.png
152,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000225.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000225_Segmentation.png
153,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000229.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000229_Segmentation.png
154,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000232.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000232_Segmentation.png
155,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000235.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000235_Segmentation.png
156,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000236.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000236_Segmentation.png
157,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000237.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000237_Segmentation.png
158,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000239.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000239_Segmentation.png
159,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000240.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000240_Segmentation.png
160,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000242.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000242_Segmentation.png
161,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000243.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000243_Segmentation.png
162,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000244.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000244_Segmentation.png
163,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000245.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000245_Segmentation.png
164,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000247.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000247_Segmentation.png
165,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000249.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000249_Segmentation.png
166,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000250.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000250_Segmentation.png
167,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000251.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000251_Segmentation.png
168,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000252.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000252_Segmentation.png
169,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000255.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000255_Segmentation.png
170,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000256.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000256_Segmentation.png
171,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000259.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000259_Segmentation.png
172,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000260.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000260_Segmentation.png
173,ISBI2016_ISIC_Part1_Training_Data/ISIC_0000261.jpg,ISBI2016_ISIC_Part1_Training_GroundTruth/ISIC_0000261_Segmentation.png
